2025-07-20 18:02:25,Console Nintendo Switch 2 Preto,2198,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-20 19:02:25,Console Nintendo Switch 2 Preto,1939,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-20 20:02:25,Console Nintendo Switch 2 Preto,1940,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-20 21:02:25,Console Nintendo Switch 2 Preto,1940,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-20 22:02:25,Console Nintendo Switch 2 Preto,1996,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-20 23:02:25,Console Nintendo Switch 2 Preto,1854,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 00:02:25,Console Nintendo Switch 2 Preto,1869,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 01:02:25,Console Nintendo Switch 2 Preto,1988,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 02:02:25,Console Nintendo Switch 2 Preto,1961,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 03:02:25,Console Nintendo Switch 2 Preto,2156,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 04:02:25,Console Nintendo Switch 2 Preto,2255,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 05:02:25,Console Nintendo Switch 2 Preto,2117,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 06:02:25,Console Nintendo Switch 2 Preto,2275,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 07:02:25,Console Nintendo Switch 2 Preto,1999,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 08:02:25,Console Nintendo Switch 2 Preto,2166,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 09:02:25,Console Nintendo Switch 2 Preto,1967,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 10:02:25,Console Nintendo Switch 2 Preto,2060,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 11:02:25,Console Nintendo Switch 2 Preto,1936,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 12:02:25,Console Nintendo Switch 2 Preto,1887,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 13:02:25,Console Nintendo Switch 2 Preto,2037,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 14:02:25,Console Nintendo Switch 2 Preto,2203,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
2025-07-21 15:02:25,Console Nintendo Switch 2 Preto,1873,https://www.mercadolivre.com.br/console-nintendo-switch-2-preto/p/MLB49200061,Mercado Livre
